;Date	Time 	Flow (CMS)
8/3/2016	11:00	1.025069861
8/3/2016	11:05	1.04205997
8/3/2016	11:10	1.005248069
8/3/2016	11:15	1.061881763
8/3/2016	11:20	1.005248069
8/3/2016	11:25	1.025069861
8/3/2016	11:30	1.005248069
8/3/2016	11:35	1.005248069
8/3/2016	11:40	1.061881763
8/3/2016	11:45	1.005248069
8/3/2016	11:50	1.061881763
8/3/2016	11:55	1.04205997
8/3/2016	12:00	1.04205997
8/3/2016	12:05	1.025069861
8/3/2016	12:10	1.04205997
8/3/2016	12:15	0.985426276
8/3/2016	12:20	1.005248069
8/3/2016	12:25	0.985426276
8/3/2016	12:30	1.025069861
8/3/2016	12:35	1.005248069
8/3/2016	12:40	1.005248069
8/3/2016	12:45	1.005248069
8/3/2016	12:50	0.985426276
8/3/2016	12:55	1.025069861
8/3/2016	13:00	0.985426276
8/3/2016	13:05	1.061881763
8/3/2016	13:10	0.968436167
8/3/2016	13:15	1.04205997
8/3/2016	13:20	1.005248069
8/3/2016	13:25	1.005248069
8/3/2016	13:30	1.005248069
8/3/2016	13:35	0.985426276
8/3/2016	13:40	1.04205997
8/3/2016	13:45	1.061881763
8/3/2016	13:50	0.968436167
8/3/2016	13:55	1.04205997
8/3/2016	14:00	1.005248069
8/3/2016	14:05	1.04205997
8/3/2016	14:10	1.04205997
8/3/2016	14:15	1.144000619
8/3/2016	14:20	1.061881763
8/3/2016	14:25	1.04205997
8/3/2016	14:30	1.04205997
8/3/2016	14:35	1.025069861
8/3/2016	14:40	1.005248069
8/3/2016	14:45	1.061881763
8/3/2016	14:50	1.005248069
8/3/2016	14:55	1.061881763
8/3/2016	15:00	1.04205997
8/3/2016	15:05	1.025069861
8/3/2016	15:10	1.04205997
8/3/2016	15:15	1.04205997
8/3/2016	15:20	1.04205997
8/3/2016	15:25	0.985426276
8/3/2016	15:30	1.005248069
8/3/2016	15:35	1.061881763
8/3/2016	15:40	0.985426276
8/3/2016	15:45	1.061881763
8/3/2016	15:50	1.025069861
8/3/2016	15:55	1.005248069
8/3/2016	16:00	1.061881763
8/3/2016	16:05	0.948614375
8/3/2016	16:10	0.931624266
8/3/2016	16:15	0.968436167
8/3/2016	16:20	1.04205997
8/3/2016	16:25	0.985426276
8/3/2016	16:30	1.061881763
8/3/2016	16:35	0.948614375
8/3/2016	16:40	0.948614375
8/3/2016	16:45	1.061881763
8/3/2016	16:50	0.968436167
8/3/2016	16:55	0.914634158
8/3/2016	17:00	0.968436167
8/3/2016	17:05	0.968436167
8/3/2016	17:10	0.968436167
8/3/2016	17:15	0.948614375
8/3/2016	17:20	0.948614375
8/3/2016	17:25	0.985426276
8/3/2016	17:30	0.968436167
8/3/2016	17:35	0.985426276
8/3/2016	17:40	0.948614375
8/3/2016	17:45	1.04205997
8/3/2016	17:50	0.985426276
8/3/2016	17:55	1.025069861
8/3/2016	18:00	1.005248069
8/3/2016	18:05	0.948614375
8/3/2016	18:10	0.914634158
8/3/2016	18:15	0.948614375
8/3/2016	18:20	0.985426276
8/3/2016	18:25	0.931624266
8/3/2016	18:30	0.931624266
8/3/2016	18:35	0.931624266
8/3/2016	18:40	0.948614375
8/3/2016	18:45	0.914634158
8/3/2016	18:50	0.948614375
8/3/2016	18:55	0.985426276
8/3/2016	19:00	1.005248069
8/3/2016	19:05	0.948614375
8/3/2016	19:10	0.948614375
8/3/2016	19:15	0.948614375
8/3/2016	19:20	1.025069861
8/3/2016	19:25	0.948614375
8/3/2016	19:30	0.968436167
8/3/2016	19:35	0.985426276
8/3/2016	19:40	0.985426276
8/3/2016	19:45	0.968436167
8/3/2016	19:50	0.948614375
